belongs_to_collection,budget,genres,original_title,month,runtime,vote_average,revenue
"{'id': 229932, 'name': 'Rio Collection', 'poster_path': '/AuaToCmX55xDycK4oFJEYMgcK0O.jpg', 'backdrop_path': '/ndCkoXtdQErEb7RAfq0Y93xZzoG.jpg'}",90000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Rio,4,96,6.5,484635760
"{'id': 229932, 'name': 'Rio Collection', 'poster_path': '/AuaToCmX55xDycK4oFJEYMgcK0O.jpg', 'backdrop_path': '/ndCkoXtdQErEb7RAfq0Y93xZzoG.jpg'}",103000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Rio 2,3,102,6.3,500188435
,145000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Rise of the Guardians,11,97,7.1,306941670
"{'id': 173710, 'name': 'Planet of the Apes (Reboot) Collection', 'poster_path': '/qQrEMycfVN2gRlKTLWGn0QdOnSk.jpg', 'backdrop_path': '/mepJpyqVtD6P65vgCU1ngGFEjs5.jpg'}",93000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",Rise of the Planet of the Apes,8,105,7,482860185
,20000000,"[{'id': 28, 'name': 'Action'}]",Risen,2,107,5.7,46069568
,5000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Road to Nowhere,4,121,5,27046
,80000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Road to Perdition,7,117,7.3,181001478
"{'id': 96679, 'name': 'Road Trip Collection', 'poster_path': '/7bXQaid9TkgGAPuoYFHzbr1alv9.jpg', 'backdrop_path': '/iuYpphSiPphENadtbohjjhId7rP.jpg'}",16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",Road Trip,5,93,5.9,119754278
,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",Robin Hood,5,140,6.2,310669540
"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}",120000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",RoboCop,1,102,5.7,242688965
,2500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Robot & Frank,8,85,6.8,3325038
,75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",Robots,3,91,6,260696994
,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",Rock Dog,7,90,5.8,9420546
,75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",Rock of Ages,6,123,6,59418613
,57000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Rock Star,9,105,6,16991902
,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10752, 'name': 'War'}]",Rock the Kasbah,10,100,5.2,3020664
,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",RockNRolla,9,114,6.9,25739015
"{'id': 1575, 'name': 'Rocky Collection', 'poster_path': '/mCY5dMkSSFQufGCViI6jNUU6pXq.jpg', 'backdrop_path': '/w4h6gjdWPvmu5R9H6zeGDPo1ZuV.jpg'}",24000000,"[{'id': 18, 'name': 'Drama'}]",Rocky Balboa,12,102,6.5,155721132
"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",Rogue One: A Star Wars Story,12,133,7.4,1056057273
,28000000,"[{'id': 35, 'name': 'Comedy'}]",Role Models,2,99,6.4,92380927
,818418,"[{'id': 18, 'name': 'Drama'}]",Romanzo criminale,9,152,7.3,4851244
,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Romeo Must Die,3,115,6,91036760
,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Room,10,117,8.1,35401758
,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Rough Night,6,101,5.6,45056771
,500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",Rubber,7,85,5.7,98017
,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Rules Don't Apply,11,127,5.9,3885342
,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",Rules of Engagement,4,128,6,71000000
,70000000,"[{'id': 35, 'name': 'Comedy'}]",Rumor Has It...,12,97,5.3,88933562
,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Run All Night,3,114,6.3,71561644
,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Run Fatboy Run,9,100,6.2,33000000
,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Runaway Jury,10,127,6.9,80154140
,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",Runner Runner,9,91,5.5,62616646
,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Running Scared,1,122,7,9500000
,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Running with Scissors,10,116,5.8,6754898
,38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",Rush,9,123,7.7,90247624
"{'id': 90863, 'name': 'Rush Hour Collection', 'poster_path': '/pTjvzlYByJuZ4TTkmlHIe4aDFy2.jpg', 'backdrop_path': '/uoDt3eCCKpcxSQVWjPTgN8T0gjm.jpg'}",90000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Rush Hour 2,8,90,6.4,347325802
"{'id': 90863, 'name': 'Rush Hour Collection', 'poster_path': '/pTjvzlYByJuZ4TTkmlHIe4aDFy2.jpg', 'backdrop_path': '/uoDt3eCCKpcxSQVWjPTgN8T0gjm.jpg'}",140000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Rush Hour 3,8,91,6.1,258022233
,50000000,"[{'id': 35, 'name': 'Comedy'}]",RV,4,99,5.6,87528173
"{'id': 178106, 'name': 'Darko Collection', 'poster_path': '/4Oj6ctBucsLvkbKsQMDaDXXR5cu.jpg', 'backdrop_path': '/hja7IzXp6how8eD1WHriI386TGY.jpg'}",4000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",S. Darko,4,103,3.6,4100000
"{'id': 221111, 'name': 'S.W.A.T. Collection', 'poster_path': '/iaBn9GPUik9xwfHIelzTXJi5ClY.jpg', 'backdrop_path': '/75To7hSFaAuciz4EXAFfj4LH6Od.jpg'}",80000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",S.W.A.T.,8,117,5.8,116643346
,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Sabotage,3,110,5.5,17508518
,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Safe,4,94,6.3,40346186
,28000000,"[{'id': 10749, 'name': 'Romance'}]",Safe Haven,2,115,6.9,97594140
,85000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Safe House,2,115,6.3,208076205
,750000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",Safety Not Guaranteed,6,85,6.8,4007792
,130000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Sahara,4,124,5.7,119269486
,3800000,"[{'id': 35, 'name': 'Comedy'}]",Saint John of Las Vegas,6,84,5.9,111731
,5000000,"[{'id': 18, 'name': 'Drama'}]",Salmon Fishing in the Yemen,9,107,6.3,34564651
,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Salt,7,100,6.2,293329073
,18000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Salton Sea,1,103,7,676698
,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",San Andreas,5,114,6,470490832
,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Sanctum,2,108,5.8,108609310
,19000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",Sausage Party,7,83,5.6,140705322
,45000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Savages,7,131,6.2,82966152
"{'id': 107469, 'name': 'Save The Last Dance Collection', 'poster_path': '/jAByXoHn29RlCjIrOa3k1jl60DB.jpg', 'backdrop_path': None}",13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",Save the Last Dance,1,112,6.3,91038276
,10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",Saving Grace,1,93,6.3,26330482
,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Saving Mr. Banks,11,125,7.3,112544580
,22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",Saving Silverman,2,90,5.4,19351569
"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",1200000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",Saw,10,103,7.2,103911669
"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",Saw 3D,10,90,5.8,136150434
"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",4000000,"[{'id': 27, 'name': 'Horror'}]",Saw II,10,92,6.3,152925093
"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Saw III,10,108,6.1,163876815
"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Saw IV,10,93,5.9,139352633
"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",10800000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Saw V,10,92,6,113857533
"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",11000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",Saw VI,10,90,6,68233629
"{'id': 4246, 'name': 'Scary Movie Collection', 'poster_path': '/nsD3xlHagixzVYaE57EESeVYro7.jpg', 'backdrop_path': '/qPRZ1HpvpPM81cBTwNKXlqtH9MT.jpg'}",19000000,"[{'id': 35, 'name': 'Comedy'}]",Scary Movie,7,88,6,278019771
"{'id': 4246, 'name': 'Scary Movie Collection', 'poster_path': '/nsD3xlHagixzVYaE57EESeVYro7.jpg', 'backdrop_path': '/qPRZ1HpvpPM81cBTwNKXlqtH9MT.jpg'}",45000000,"[{'id': 35, 'name': 'Comedy'}]",Scary Movie 2,7,83,5.4,141220678
"{'id': 4246, 'name': 'Scary Movie Collection', 'poster_path': '/nsD3xlHagixzVYaE57EESeVYro7.jpg', 'backdrop_path': '/qPRZ1HpvpPM81cBTwNKXlqtH9MT.jpg'}",48000000,"[{'id': 35, 'name': 'Comedy'}]",Scary Movie 3,10,84,5.8,220673217
"{'id': 4246, 'name': 'Scary Movie Collection', 'poster_path': '/nsD3xlHagixzVYaE57EESeVYro7.jpg', 'backdrop_path': '/qPRZ1HpvpPM81cBTwNKXlqtH9MT.jpg'}",45000000,"[{'id': 35, 'name': 'Comedy'}]",Scary Movie 4,4,83,5.3,178262620
"{'id': 4246, 'name': 'Scary Movie Collection', 'poster_path': '/nsD3xlHagixzVYaE57EESeVYro7.jpg', 'backdrop_path': '/qPRZ1HpvpPM81cBTwNKXlqtH9MT.jpg'}",20000000,"[{'id': 35, 'name': 'Comedy'}]",Scary Movie 5,4,86,4.6,78378744
,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",School for Scoundrels,9,100,5.6,17807569
,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",School of Rock,10,108,6.8,131282949
"{'id': 86860, 'name': 'Scooby-Doo Collection', 'poster_path': '/YAuhbJKSG1R42QHJmbGsNQ80Fd.jpg', 'backdrop_path': '/aj598PG0VipBkiQXtikXdX5jRR4.jpg'}",84000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Scooby-Doo,6,88,5.4,275650703
,4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",Scoop,7,96,6.4,31584901
,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Scott Pilgrim vs. the World,7,112,7.2,47664559
,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",Scouts Guide to the Zombie Apocalypse,10,93,6.2,14860766
"{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/3DjOcwfd8cTcKBkWTcNntAZajEg.jpg', 'backdrop_path': '/jPTbJp1601vLu27WhyjhpVk8w0h.jpg'}",40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",Scream 3,2,116,5.7,161834276
"{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/3DjOcwfd8cTcKBkWTcNntAZajEg.jpg', 'backdrop_path': '/jPTbJp1601vLu27WhyjhpVk8w0h.jpg'}",40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",Scream 4,4,111,6.1,97138686
,87000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Seabiscuit,7,141,6.8,148336445
,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",Season of the Witch,1,95,5.2,88100000
,19500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Secret in Their Eyes,10,111,6.2,34854990
,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",Secret Window,3,96,6.4,92913171
,35000000,"[{'id': 18, 'name': 'Drama'}]",Secretariat,8,123,6.8,60251371
,4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Secretary,1,104,6.8,9304609
"{'id': 10455, 'name': ""Child's Play Collection"", 'poster_path': '/50aqbDvbOtdlZrje6Qk4ZvKM7dM.jpg', 'backdrop_path': '/AAhYXBVIEl6WgQnzfBsauTIC25.jpg'}",12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",Seed of Chucky,11,87,4.9,24829644
,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",Seeking a Friend for the End of the World,6,101,6.3,9636289
,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Seeking Justice,9,105,5.8,12355798
,26000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Self/less,7,116,6.3,30523226
,20000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",Selma,12,127,7.4,66787908
,18000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",Seraphim Falls,9,115,6.4,1196307
,28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Serendipity,10,90,6.6,77516304
,39000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",Serenity,8,119,7.4,38869464
,29000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Serving Sara,8,100,5,16930185
,1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",Session 9,8,100,6.2,373967
,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Setup,11,85,4.7,2128186
,55000000,"[{'id': 18, 'name': 'Drama'}]",Seven Pounds,12,123,7.5,168167691
,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Seven Psychopaths,9,110,6.7,19422261
,95000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",Seventh Son,12,102,5.2,114178613
"{'id': 50457, 'name': 'Sex and the City Collection', 'poster_path': '/o3e5Im6iL5tksRBsIS8TnxQK0uv.jpg', 'backdrop_path': '/uM6lHfySQ5sQEuUyMxKdtxsp3CQ.jpg'}",65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Sex and the City,5,145,6,415252786
"{'id': 50457, 'name': 'Sex and the City Collection', 'poster_path': '/o3e5Im6iL5tksRBsIS8TnxQK0uv.jpg', 'backdrop_path': '/uM6lHfySQ5sQEuUyMxKdtxsp3CQ.jpg'}",100000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Sex and the City 2,5,146,5.5,288347692
,19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",Sex Drive,10,109,6,18755936
,40000000,"[{'id': 35, 'name': 'Comedy'}]",Sex Tape,7,97,5.2,126069509
,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",Shabd,2,0,5,3100000
,6300000,"[{'id': 53, 'name': 'Thriller'}]",Shadow Dancer,2,101,5.7,419953
,8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",Shadow of the Vampire,5,92,6.6,8279017
"{'id': 495, 'name': 'Shaft Collection', 'poster_path': '/z6UFfaPSYIEMZGxiNGuy881hcsH.jpg', 'backdrop_path': '/muZrPdBs937VAx03Giw66x1XGus.jpg'}",46000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Shaft,6,99,5.5,107196498
,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Shall We Dance?,10,107,5.9,170128460
,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Shallow Hal,11,114,5.7,141069860
,6500000,"[{'id': 18, 'name': 'Drama'}]",Shame,10,100,7,17693675
"{'id': 59567, 'name': 'Shanghai Noon Collection', 'poster_path': '/ni5KHVDmSGjdqdcf0sew2c2xZ37.jpg', 'backdrop_path': '/xkA3OKXATV7c0hIXoETdHXUIpE8.jpg'}",50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",Shanghai Knights,2,115,6,88323487
"{'id': 59567, 'name': 'Shanghai Noon Collection', 'poster_path': '/ni5KHVDmSGjdqdcf0sew2c2xZ37.jpg', 'backdrop_path': '/xkA3OKXATV7c0hIXoETdHXUIpE8.jpg'}",55000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",Shanghai Noon,5,110,6.2,56932305
,28000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Shark Night,9,91,4.9,10126458
,75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Shark Tale,9,90,5.8,367275019
,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Shattered Glass,11,94,6.6,2944752
,4000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",Shaun of the Dead,4,99,7.5,30039392
,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",She Hate Me,7,138,5.1,365134
,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",She's Out of My League,3,104,5.9,49779728
,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",She's the Man,3,105,6.4,33889159
,22000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Shelter,3,112,5.7,851517
"{'id': 102322, 'name': 'Sherlock Holmes Collection', 'poster_path': '/bsUN9Ph1nUituteKWOhPQGguNXt.jpg', 'backdrop_path': '/aeLom584FZdu6253WMaYEUCrTdu.jpg'}",90000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",Sherlock Holmes,12,128,7,524028679
"{'id': 102322, 'name': 'Sherlock Holmes Collection', 'poster_path': '/bsUN9Ph1nUituteKWOhPQGguNXt.jpg', 'backdrop_path': '/aeLom584FZdu6253WMaYEUCrTdu.jpg'}",125000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",Sherlock Holmes: A Game of Shadows,11,129,7,334615000
,2000000,"[{'id': 18, 'name': 'Drama'}]",Sherrybaby,9,96,6.3,622806
,380000,"[{'id': 35, 'name': 'Comedy'}]",Shikshanachya Aaicha Gho,1,0,8,520000
,500000,"[{'id': 99, 'name': 'Documentary'}]",Sholem Aleichem: Laughing In The Darkness,2,93,7,845188
,39000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Shoot 'Em Up,7,86,6.3,26820641
,61000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Shooter,3,124,6.9,95696996
,10284523,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Shopgirl,10,104,5.7,11588205
,2000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Shortbus,5,101,6.3,5179037
,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Shorts,8,89,5.1,28972508
,85000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Showtime,3,95,5.3,77741732
